ask,bid,close,high,low,last,symbol,average,baseVolume,timestamp,exchange,baseCurrency,quotCurrency
8585.9,8585.8,8585.9,9393.9,8510.0,8585.9,BTC/USD,8585.85,52703.38593994,1526044989877.7998,bitfinex,BTC,USD
138.87,138.86,138.86,158.28,137.15,138.86,LTC/USD,138.865,223531.85610304002,1526044989878.2195,bitfinex,LTC,USD
0.016174,0.016172,0.016173,0.016866,0.016029,0.016173,LTC/BTC,0.016173,40090.39493451,1526044989878.5525,bitfinex,LTC,BTC
680.14,680.13,680.14,768.47,669.0,680.14,ETH/USD,680.135,316705.11858397,1526044989878.8208,bitfinex,ETH,USD
0.079321,0.07929,0.079321,0.08225,0.078,0.079321,ETH/BTC,0.0793055,27256.600954150003,1526044989879.078,bitfinex,ETH,BTC
0.0020778,0.0020718,0.0020729,0.0023185,0.0019362,0.0020729,ETC/BTC,0.0020748,412776.13165129005,1526044989879.3596,bitfinex,ETC,BTC
17.828,17.773,17.779,21.709,16.7,17.779,ETC/USD,17.8005,2285676.33584864,1526044989879.603,bitfinex,ETC,USD
0.053498,0.052,0.052,0.05739,0.052,0.052,RRT/USD,0.052749,370270.22423610993,1526044989879.8042,bitfinex,RRT,USD
6.4e-06,5.9e-06,6.4e-06,6.4e-06,5.88e-06,6.4e-06,RRT/BTC,6.15e-06,17578.727234580005,1526044989880.072,bitfinex,RRT,BTC
241.08,240.54,240.53,282.22,238.56,240.53,ZEC/USD,240.81,12795.029742919998,1526044989880.3335,bitfinex,ZEC,USD
0.028079,0.027948,0.027944,0.030085,0.027749,0.027944,ZEC/BTC,0.0280135,3727.31829968,1526044989880.539,bitfinex,ZEC,BTC
199.07,198.81,199.0,233.63,195.95,199.0,XMR/USD,198.94,48465.1240993,1526044989880.8132,bitfinex,XMR,USD
0.023193,0.023132,0.023149,0.024936,0.022988,0.023149,XMR/BTC,0.0231625,9245.32967864,1526044989881.0068,bitfinex,XMR,BTC
390.74,389.96,390.29,462.62,385.46,390.29,DASH/USD,390.35,13796.814818670002,1526044989881.2927,bitfinex,DASH,USD
0.045576,0.045412,0.04543,0.049318,0.045385,0.04543,DASH/BTC,0.045494,4660.68212982,1526044989881.4958,bitfinex,DASH,BTC
7182.2,7182.0,7190.2,7872.8,7121.3,7190.2,BTC/EUR,7182.1,2305.7752046400005,1526044989881.7903,bitfinex,BTC,EUR
937770.0,937740.0,937919.99999949,1028499.99999947,929781.8754694,937919.99999949,BTC/JPY,937755.0,1207.61991057,1526044989881.982,bitfinex,BTC,JPY
0.67599,0.6755,0.6755,0.80398,0.64619,0.6755,XRP/USD,0.675745,117575260.06542164,1526044989882.2405,bitfinex,XRP,USD
7.876e-05,7.868e-05,7.87e-05,8.58e-05,7.317e-05,7.87e-05,XRP/BTC,7.872e-05,30491623.4785959,1526044989882.4448,bitfinex,XRP,BTC
1.8809,1.876,1.876,2.295,1.771,1.876,IOTA/USD,1.87845,22693137.968271993,1526044989882.751,bitfinex,IOTA,USD
0.00021876,0.00021859,0.00021868,0.0002449,0.0002061,0.00021868,IOTA/BTC,0.000218675,4875816.53320878,1526044989882.982,bitfinex,IOTA,BTC
0.0027721,0.0027482,0.0027735,0.0030127,0.00262,0.0027735,IOTA/ETH,0.00276015,619544.75321406,1526044989883.284,bitfinex,IOTA,ETH
14.94,14.922,14.939,18.747,13.542,14.939,EOS/USD,14.931,27195001.197470654,1526044989883.583,bitfinex,EOS,USD
0.001741,0.0017409,0.0017409,0.002,0.00158,0.0017409,EOS/BTC,0.00174095,3416785.7966106473,1526044989883.875,bitfinex,EOS,BTC
0.021997,0.021938,0.02196,0.024441,0.020202,0.02196,EOS/ETH,0.0219675,1468210.46587287,1526044989884.1118,bitfinex,EOS,ETH
1.3899,1.386,1.3899,1.8,1.1428,1.3899,SAN/USD,1.38795,2529700.2513787905,1526044989884.3977,bitfinex,SAN,USD
0.00016402,0.0001607,0.00016,0.0001919,0.00014,0.00016,SAN/BTC,0.00016236,183775.55848808997,1526044989884.6482,bitfinex,SAN,BTC
0.0023834,0.0019426,0.0019462,0.0023878,0.0016602,0.0019462,SAN/ETH,0.002163,29824.85217726,1526044989884.8823,bitfinex,SAN,ETH
13.952,13.918,13.884,16.23,13.156,13.884,OMG/USD,13.935,550086.37340451,1526044989885.1106,bitfinex,OMG,USD
0.0016266,0.0016194,0.0016249,0.0017362,0.0015375,0.0016249,OMG/BTC,0.001623,63659.98559331,1526044989885.3608,bitfinex,OMG,BTC
0.020599,0.020364,0.02043,0.021456,0.019623,0.02043,OMG/ETH,0.0204815,17246.74076808,1526044989885.6123,bitfinex,OMG,ETH
1377.8,1376.6,1376.6,1662.6,1300.1,1376.6,BCH/USD,1377.2,94988.81582204,1526044989885.8618,bitfinex,BCH,USD
0.16058,0.16046,0.16044,0.17693,0.15361,0.16044,BCH/BTC,0.16052,21626.359145929997,1526044989886.126,bitfinex,BCH,BTC
2.0293,2.0173,2.021,2.1723,1.9609,2.021,BCH/ETH,2.0233,374.00951722000025,1526044989886.4136,bitfinex,BCH,ETH
64.042,63.864,63.856,76.426,60.802,63.856,NEO/USD,63.953,322848.35409597,1526044989886.6914,bitfinex,NEO,USD
0.0074585,0.00744,0.00745,0.008133,0.0070868,0.00745,NEO/BTC,0.00744925,66405.44852867,1526044989886.939,bitfinex,NEO,BTC
0.09394,0.093209,0.093512,0.099333,0.09027,0.093512,NEO/ETH,0.0935745,4268.51533042,1526044989887.1868,bitfinex,NEO,ETH
0.81696,0.80606,0.81696,1.0139,0.73807,0.81696,ETP/USD,0.81151,2041630.1380362592,1526044989887.468,bitfinex,ETP,USD
9.544e-05,9.436e-05,9.45e-05,0.00010779,8.6e-05,9.45e-05,ETP/BTC,9.49e-05,279362.67427207,1526044989887.7744,bitfinex,ETP,BTC
0.0012103,0.001188,0.001188,0.0013211,0.0010594,0.001188,ETP/ETH,0.00119915,45390.947237570006,1526044989887.9949,bitfinex,ETP,ETH
16.135,16.065,16.064,20.096,15.383,16.064,QTUM/USD,16.1,78827.66495553,1526044989888.2808,bitfinex,QTUM,USD
0.0018797,0.0018712,0.0018591,0.0021472,0.001805,0.0018591,QTUM/BTC,0.00187545,19554.15973943,1526044989888.5454,bitfinex,QTUM,BTC
0.02372,0.023536,0.02352,0.02621,0.02303,0.02352,QTUM/ETH,0.023628,5423.25075191,1526044989888.8174,bitfinex,QTUM,ETH
1.3499,1.331,1.3497,1.7869,1.3301,1.3497,AVT/USD,1.34045,35859.94967379,1526044989889.0962,bitfinex,AVT,USD
0.00015532,0.00015411,0.00015532,0.0002098,0.0001552,0.00015532,AVT/BTC,0.000154715,26405.83673461,1526044989889.358,bitfinex,AVT,BTC
0.0021191,0.0019362,0.0019695,0.0024,0.0019695,0.0019695,AVT/ETH,0.00202765,10335.492932599998,1526044989889.7046,bitfinex,AVT,ETH
1.8201,1.7953,1.7953,2.2156,1.7404,1.7953,EDO/USD,1.8077,309625.76516009,1526044989889.9417,bitfinex,EDO,USD
0.00021148,0.00020836,0.00020731,0.0002339,0.0002015,0.00020731,EDO/BTC,0.00020992,87821.56760453,1526044989890.2651,bitfinex,EDO,BTC
0.0030102,0.0025987,0.0028106,0.0029,0.0026,0.0028106,EDO/ETH,0.00280445,53700.524812740005,1526044989890.5325,bitfinex,EDO,ETH
56.413,56.33,56.331,70.115,54.601,56.331,BTG/USD,56.3715,81813.32028296,1526044989890.7761,bitfinex,BTG,USD
0.0065649,0.0065401,0.0065209,0.0075018,0.0063704,0.0065209,BTG/BTC,0.0065525,17764.749795790005,1526044989891.036,bitfinex,BTG,BTC
0.0989,0.09875,0.0989,0.1279,0.091202,0.0989,DATA/USD,0.098825,11288145.6428658,1526044989891.2358,bitfinex,DATA,USD
1.156e-05,1.145e-05,1.15e-05,1.429e-05,1.075e-05,1.15e-05,DATA/BTC,1.1505e-05,2652736.1518590604,1526044989891.4941,bitfinex,DATA,BTC
0.0001494,0.00013668,0.000138,0.00017,0.00013508,0.000138,DATA/ETH,0.00014304,1932777.31120551,1526044989891.7383,bitfinex,DATA,ETH
0.61399,0.60001,0.61397,0.743,0.60001,0.61397,QASH/USD,0.607,449847.09364837006,1526044989891.964,bitfinex,QASH,USD
7.1e-05,6.962e-05,7e-05,8.09e-05,7e-05,7e-05,QASH/BTC,7.031e-05,155563.85116347,1526044989892.7612,bitfinex,QASH,BTC
0.00091101,0.0008801,0.0009072,0.0009988,0.00087824,0.0009072,QASH/ETH,0.000895555,90036.51643084,1526044989893.031,bitfinex,QASH,ETH
0.1312,0.12715,0.12715,0.165,0.12168,0.12715,YOYOW/USD,0.129175,2319414.2785262996,1526044989893.2585,bitfinex,YOYOW,USD
1.513e-05,1.47e-05,1.48e-05,1.769e-05,1.401e-05,1.48e-05,YOYOW/BTC,1.4915e-05,1030658.7271999201,1526044989893.556,bitfinex,YOYOW,BTC
0.00021499,0.00017907,0.00018485,0.00022499,0.00017574,0.00018485,YOYOW/ETH,0.00019703,116863.67655572,1526044989893.8276,bitfinex,YOYOW,ETH
0.59323,0.58039,0.59315,0.72112,0.56003,0.59315,GNT/USD,0.58681,1577039.02080724,1526044989894.0137,bitfinex,GNT,USD
6.909e-05,6.835e-05,6.825e-05,0.0,0.0,6.825e-05,GNT/BTC,6.872e-05,477743.9752164001,1526044989894.2632,bitfinex,GNT,BTC
0.00086926,0.00086233,0.00086233,0.0009986,0.00082732,0.00086233,GNT/ETH,0.000865795,202623.11732059997,1526044989894.529,bitfinex,GNT,ETH
0.12283,0.12202,0.123,0.15834,0.11734,0.123,SNT/USD,0.122425,2939556.4873124086,1526044989894.7422,bitfinex,SNT,USD
1.429e-05,1.419e-05,1.398e-05,1.679e-05,1.376e-05,1.398e-05,SNT/BTC,1.424e-05,466721.13610121,1526044989894.9646,bitfinex,SNT,BTC
0.00017935,0.00017862,0.00017894,0.00020604,0.0001743,0.00017894,SNT/ETH,0.000178985,487655.01249853,1526044989895.208,bitfinex,SNT,ETH
1.5734,1.5692,1.5699,1.9225,1.4831,1.5699,IOTA/EUR,1.5713,2077052.8518350706,1526044989895.411,bitfinex,IOTA,EUR
0.32929,0.31827,0.31766,0.3996,0.31171,0.31766,BAT/USD,0.32378,566107.67118047,1526044989895.7231,bitfinex,BAT,USD
3.895e-05,3.73e-05,3.793e-05,4.322e-05,3.621e-05,3.793e-05,BAT/BTC,3.8125e-05,307990.0774566,1526044989895.932,bitfinex,BAT,BTC
0.00047825,0.0004695,0.00047696,0.000535,0.00045841,0.00047696,BAT/ETH,0.000473875,471401.28020169,1526044989896.1833,bitfinex,BAT,ETH
0.11969,0.118,0.11969,0.15076,0.1147,0.11969,MANA/USD,0.118845,1422498.20823262,1526044989896.4038,bitfinex,MANA,USD
1.39e-05,1.367e-05,1.39e-05,1.598e-05,1.35e-05,1.39e-05,MANA/BTC,1.3785e-05,230005.36136571996,1526044989896.731,bitfinex,MANA,BTC
0.00017969,0.00017242,0.00017696,0.00020129,0.0001701,0.00017696,MANA/ETH,0.000176055,193335.07296153004,1526044989896.9746,bitfinex,MANA,ETH
0.0469,0.044504,0.044511,0.057385,0.042774,0.044511,FUN/USD,0.045702,7084975.2821538,1526044989897.378,bitfinex,FUN,USD
5.34e-06,5.2e-06,5.27e-06,6.15e-06,5.06e-06,5.27e-06,FUN/BTC,5.27e-06,2270957.4307886898,1526044989897.6243,bitfinex,FUN,BTC
6.809e-05,6.534e-05,6.5e-05,7.6e-05,6.443e-05,6.5e-05,FUN/ETH,6.6715e-05,362111.78898095,1526044989897.9067,bitfinex,FUN,ETH
1.6358,1.6226,1.6381,2.04,1.5201,1.6381,ZRX/USD,1.6292,2253372.2372754593,1526044989898.2002,bitfinex,ZRX,USD
0.00019,0.00018902,0.00018997,0.00021786,0.00018,0.00018997,ZRX/BTC,0.00018951,1061166.225467,1526044989898.4146,bitfinex,ZRX,BTC
0.0024,0.0023666,0.00238,0.0026642,0.002284,0.00238,ZRX/ETH,0.0023833,691854.38501756,1526044989898.7173,bitfinex,ZRX,ETH
0.0442,0.043601,0.0442,0.059304,0.042001,0.0442,TNB/USD,0.0439005,7287716.12990633,1526044989898.9128,bitfinex,TNB,USD
5.17e-06,5.11e-06,5.11e-06,6.29e-06,4.93e-06,5.11e-06,TNB/BTC,5.14e-06,794127.25419779,1526044989899.1826,bitfinex,TNB,BTC
6.539e-05,6.445e-05,6.394e-05,7.757e-05,6.362e-05,6.394e-05,TNB/ETH,6.492e-05,677200.55187349,1526044989899.436,bitfinex,TNB,ETH
0.17468,0.16908,0.169,0.1929,0.169,0.169,SPANK/USD,0.17188,209774.72885397,1526044989899.7205,bitfinex,SPANK,USD
2.097e-05,1.976e-05,1.978e-05,2.185e-05,1.972e-05,1.978e-05,SPANK/BTC,2.0365e-05,42572.52876467,1526044989900.01,bitfinex,SPANK,BTC
0.00025731,0.00025,0.00025,0.0002563,0.00025,0.00025,SPANK/ETH,0.000253655,23173.6190594,1526044989900.3037,bitfinex,SPANK,ETH
0.06641,0.066,0.066,0.08133,0.062382,0.066,TRX/USD,0.066205,64713644.7029984,1526044989900.5134,bitfinex,TRX,USD
7.72e-06,7.68e-06,7.68e-06,8.73e-06,7.37e-06,7.68e-06,TRX/BTC,7.7e-06,25663956.555594325,1526044989901.0623,bitfinex,TRX,BTC
9.718e-05,9.669e-05,9.65e-05,0.00010792,9.363e-05,9.65e-05,TRX/ETH,9.6935e-05,4843372.15621753,1526044989901.3955,bitfinex,TRX,ETH
0.11206,0.10933,0.1079,0.14265,0.1079,0.1079,RCN/USD,0.110695,249071.79396600003,1526044989901.6167,bitfinex,RCN,USD
1.29e-05,1.28e-05,1.29e-05,1.542e-05,1.263e-05,1.29e-05,RCN/BTC,1.285e-05,2311101.8353429395,1526044989901.9133,bitfinex,RCN,BTC
0.00016302,0.00016155,0.0001623,0.00018803,0.00016,0.0001623,RCN/ETH,0.000162285,5403058.54721403,1526044989902.1504,bitfinex,RCN,ETH
1.5,1.4592,1.5,1.8369,1.33,1.5,RLC/USD,1.4796,21372.780407389993,1526044989902.4526,bitfinex,RLC,USD
0.00018749,0.00017152,0.00017154,0.00019765,0.00016434,0.00017154,RLC/BTC,0.000179505,11949.605614299999,1526044989902.6846,bitfinex,RLC,BTC
0.0023115,0.0021588,0.0021202,0.0024274,0.00212,0.0021202,RLC/ETH,0.00223515,8341.3367529,1526044989902.9468,bitfinex,RLC,ETH
0.1311,0.12433,0.1292,0.1529,0.124,0.1292,AID/USD,0.127715,338275.75676538993,1526044989903.1514,bitfinex,AID,USD
1.59e-05,1.401e-05,1.605e-05,1.69e-05,1.48e-05,1.605e-05,AID/BTC,1.4955e-05,49278.54539986,1526044989903.436,bitfinex,AID,BTC
0.00019226,0.000191,0.000191,0.00020292,0.000191,0.000191,AID/ETH,0.00019163,30620.63248894,1526044989903.7227,bitfinex,AID,ETH
0.082994,0.080738,0.0825,0.1038,0.079,0.0825,SNGLS/USD,0.081866,263265.61735032004,1526044989903.9946,bitfinex,SNGLS,USD
1.092e-05,9.44e-06,9.75e-06,1.196e-05,9.4e-06,9.75e-06,SNGLS/BTC,1.018e-05,82466.64755653,1526044989904.6309,bitfinex,SNGLS,BTC
0.00012163,0.00011909,0.00012044,0.00013011,0.0001201,0.00012044,SNGLS/ETH,0.00012036,44985.80114074,1526044989904.8418,bitfinex,SNGLS,ETH
58.005,56.779,58.009,88.0,30.2,58.009,REP/USD,57.392,13435.91827773,1526044989905.0957,bitfinex,REP,USD
0.006751,0.006636,0.0066364,0.0095,0.0048533,0.0066364,REP/BTC,0.0066935,19070.809960280003,1526044989905.3135,bitfinex,REP,BTC
0.085515,0.079938,0.083819,0.11,0.059619,0.083819,REP/ETH,0.0827265,5663.00946265,1526044989905.7385,bitfinex,REP,ETH
1.4831,1.478,1.4805,1.8497,1.407,1.4805,ELF/USD,1.48055,988552.95274842,1526044989906.0151,bitfinex,ELF,USD
0.00017398,0.00017162,0.00017279,0.0001975,0.00016479,0.00017279,ELF/BTC,0.0001728,334034.98438145005,1526044989906.2717,bitfinex,ELF,BTC
0.0021687,0.0021648,0.0021667,0.0024163,0.0021014,0.0021667,ELF/ETH,0.00216675,700162.60570554,1526044989906.54,bitfinex,ELF,ETH
6321.7,6321.5,6337.235588,6944.1,6270.252672,6337.235588,BTC/GBP,6321.6,227.15842769000008,1526044989906.7578,bitfinex,BTC,GBP
569.07,569.05,568.82,643.15,560.8,568.82,ETH/EUR,569.06,5037.51187485,1526044989906.995,bitfinex,ETH,EUR
74286.0,74284.0,74223.99999996,83854.94732975,73220.27799,74223.99999996,ETH/JPY,74285.0,1301.0831356500003,1526044989907.2288,bitfinex,ETH,JPY
500.78,500.76,500.23,567.052864,493.94,500.23,ETH/GBP,500.77,2062.72771003,1526044989907.515,bitfinex,ETH,GBP
53.572,53.422,53.305,63.79192165,51.04342164,53.305,NEO/EUR,53.497,2625.96030113,1526044989907.7383,bitfinex,NEO,EUR
6994.8,6975.3,6970.69999967,8324.26915395,6661.68357296,6970.69999967,NEO/JPY,6985.05,2181.08816958,1526044989907.9958,bitfinex,NEO,JPY
47.165,47.021,46.55760888,56.29696146,45.04220256,46.55760888,NEO/GBP,47.093,2059.9215441000006,1526044989908.3242,bitfinex,NEO,GBP
12.498,12.476,12.5,15.721,11.516,12.5,EOS/EUR,12.487,634375.99330433,1526044989908.6736,bitfinex,EOS,EUR
1631.8,1628.8,1643.12073904,2045.19720418,1504.42671071,1643.12073904,EOS/JPY,1630.3,125542.11782730001,1526044989908.9805,bitfinex,EOS,JPY
11.0,10.982,11.036,13.862,10.141,11.036,EOS/GBP,10.991,377536.38645249,1526044989909.2695,bitfinex,EOS,GBP
205.44,204.89,203.28285138,250.61000039,194.45994426,203.28285138,IOTA/JPY,205.165,82912.77252256,1526044989909.6064,bitfinex,IOTA,JPY
1.3849,1.3812,1.3767688,1.696,1.31321491,1.3767688,IOTA/GBP,1.38305,69636.78577198,1526044989910.046,bitfinex,IOTA,GBP
0.06344,0.058599,0.060364,0.077715,0.055,0.060364,IOS/USD,0.0610195,3552313.6137356493,1526044989910.4082,bitfinex,IOS,USD
7.19e-06,7.08e-06,7.05e-06,8.9e-06,6.87e-06,7.05e-06,IOS/BTC,7.135e-06,1158779.53875145,1526044989910.6987,bitfinex,IOS,BTC
9.001e-05,8.91e-05,8.912e-05,0.00010051,8.657e-05,8.912e-05,IOS/ETH,8.9555e-05,210690.02442528002,1526044989910.9502,bitfinex,IOS,ETH
3.005,2.4741,2.956,3.3109,2.3001,2.956,AIO/USD,2.73955,28076.11323348,1526044989911.2073,bitfinex,AIO,USD
0.00031258,0.00028524,0.00028461,0.00035574,0.00028454,0.00028461,AIO/BTC,0.00029891,37232.229911819995,1526044989911.4712,bitfinex,AIO,BTC
0.0039434,0.0031419,0.0039423,0.0043763,0.0037782,0.0039423,AIO/ETH,0.00354265,8905.45703447,1526044989911.7139,bitfinex,AIO,ETH
0.2168,0.19972,0.20331,0.2561,0.19071,0.20331,REQ/USD,0.20826,126921.21099278002,1526044989911.945,bitfinex,REQ,USD
2.45e-05,2.402e-05,2.454e-05,2.566e-05,2.249e-05,2.454e-05,REQ/BTC,2.426e-05,172621.72850230001,1526044989912.1843,bitfinex,REQ,BTC
0.00030682,0.00030167,0.00030743,0.00032699,0.00028636,0.00030743,REQ/ETH,0.000304245,27154.19639698,1526044989912.4688,bitfinex,REQ,ETH
2.1791,1.7788,1.782,2.1725,1.7579,1.782,RDN/USD,1.97895,21153.347958,1526044989912.7595,bitfinex,RDN,USD
0.00023318,0.00020302,0.00022001,0.00023208,0.00020301,0.00022001,RDN/BTC,0.0002181,41176.70825113,1526044989913.0378,bitfinex,RDN,BTC
0.0028614,0.0025055,0.0026294,0.0028616,0.0024193,0.0026294,RDN/ETH,0.00268345,9383.08512302,1526044989913.6938,bitfinex,RDN,ETH
0.633,0.61189,0.622,0.82629,0.61186,0.622,LRC/USD,0.622445,43257.05126677,1526044989913.9575,bitfinex,LRC,USD
8.289e-05,7.129e-05,7.238e-05,9.548e-05,7.223e-05,7.238e-05,LRC/BTC,7.709e-05,19671.23933259,1526044989914.2146,bitfinex,LRC,BTC
0.0011598,0.00070165,0.00097,0.0010618,0.00096977,0.00097,LRC/ETH,0.000930725,8415.97128642,1526044989914.4744,bitfinex,LRC,ETH
0.25375,0.23463,0.2534,0.3329,0.22064,0.2534,WAX/USD,0.24419,307584.23181032995,1526044989914.7227,bitfinex,WAX,USD
2.924e-05,2.885e-05,2.917e-05,4.049e-05,2.601e-05,2.917e-05,WAX/BTC,2.9045e-05,318755.72012688994,1526044989915.0,bitfinex,WAX,BTC
0.00040499,0.00035194,0.00035196,0.00048,0.00035174,0.00035196,WAX/ETH,0.000378465,42328.107558159994,1526044989915.301,bitfinex,WAX,ETH
1.01,1.0,1.01,1.01,0.998,1.01,DAI/USD,1.005,6704.36734083,1526044989915.5996,bitfinex,DAI,USD
0.00011766,0.00011568,0.0001157,0.0001157,0.00010623,0.0001157,DAI/BTC,0.00011667,6818.60557122,1526044989915.8767,bitfinex,DAI,BTC
0.0014798,0.0014647,0.0014657,0.0014657,0.001344,0.0014657,DAI/ETH,0.00147225,8189.55937578,1526044989916.1338,bitfinex,DAI,ETH
0.083499,0.08,0.08289,0.09777,0.08,0.08289,CFI/USD,0.0817495,128995.27484212001,1526044989916.3967,bitfinex,CFI,USD
9.89e-06,9.35e-06,9.36e-06,1.026e-05,9.36e-06,9.36e-06,CFI/BTC,9.62e-06,109595.90437434,1526044989916.653,bitfinex,CFI,BTC
0.00013278,0.00011222,0.00012271,0.0001324,0.0001225,0.00012271,CFI/ETH,0.0001225,49740.79172632,1526044989916.9053,bitfinex,CFI,ETH
0.16709,0.1652,0.16709,0.2021,0.16496,0.16709,AGI/USD,0.166145,278769.91991337005,1526044989917.156,bitfinex,AGI,USD
1.986e-05,1.904e-05,1.947e-05,2.323e-05,1.903e-05,1.947e-05,AGI/BTC,1.945e-05,101501.9130243,1526044989917.4563,bitfinex,AGI,BTC
0.00026315,0.00024214,0.000243,0.00027492,0.0002419,0.000243,AGI/ETH,0.000252645,261588.4166413,1526044989917.6875,bitfinex,AGI,ETH
0.228,0.22527,0.2266,0.3063,0.215,0.2266,BFT/USD,0.226635,2075176.40731973,1526044989917.933,bitfinex,BFT,USD
2.64e-05,2.63e-05,2.63e-05,3.29e-05,2.463e-05,2.63e-05,BFT/BTC,2.635e-05,9937791.5270544,1526044989918.1729,bitfinex,BFT,BTC
0.00033229,0.00032961,0.00033093,0.0004158,0.00031001,0.00033093,BFT/ETH,0.00033095,525271.51808144,1526044989918.446,bitfinex,BFT,ETH
0.15948,0.15343,0.1545,0.21869,0.15,0.1545,MTN/USD,0.156455,450196.51587137,1526044989918.8435,bitfinex,MTN,USD
1.999e-05,1.755e-05,1.751e-05,2.592e-05,1.751e-05,1.751e-05,MTN/BTC,1.877e-05,76643.31177434,1526044989919.0923,bitfinex,MTN,BTC
0.00032998,0.00021687,0.00022765,0.00026833,0.00022765,0.00022765,MTN/ETH,0.000273425,56819.50674133,1526044989919.364,bitfinex,MTN,ETH
0.16479,0.151,0.1599,0.174,0.11701,0.1599,ODE/USD,0.157895,393822.14279955,1526044989919.6433,bitfinex,ODE,USD
1.82e-05,1.619e-05,1.597e-05,1.815e-05,1.364e-05,1.597e-05,ODE/BTC,1.7195e-05,103242.12003452,1526044989919.8848,bitfinex,ODE,BTC
0.00023489,0.00016783,0.00022,0.00021859,0.00017482,0.00022,ODE/ETH,0.00020136,22431.09340252,1526044989920.288,bitfinex,ODE,ETH
4.5888,4.2102,4.2101,4.8556,4.21,4.2101,ANT/USD,4.3995,5036.59880071,1526044989920.6423,bitfinex,ANT,USD
0.00053329,0.00048435,0.00053349,0.00053399,0.00048064,0.00053349,ANT/BTC,0.00050882,87.74498892,1526044989920.9382,bitfinex,ANT,BTC
0.006549,0.005497,0.0065489,0.0,0.0,0.0065489,ANT/ETH,0.006023,1041.05985585,1526044989921.18,bitfinex,ANT,ETH
0.089299,0.079545,0.07946,0.10725,0.079457,0.07946,DTH/USD,0.084422,404090.51927114005,1526044989921.7134,bitfinex,DTH,USD
1.047e-05,9e-06,9.06e-06,1.2e-05,8.83e-06,9.06e-06,DTH/BTC,9.735e-06,136435.96252805,1526044989922.1099,bitfinex,DTH,BTC
0.00014397,0.00011801,0.000118,0.0001299,0.000118,0.000118,DTH/ETH,0.00013099,709841.0955466,1526044989922.5212,bitfinex,DTH,ETH
1.1885,1.0807,1.1885,1.28,1.11,1.1885,MIT/USD,1.1346,128173.90220293,1526044989922.8008,bitfinex,MIT,USD
0.0001345,0.00012403,0.00012791,0.00013809,0.00012791,0.00012791,MIT/BTC,0.000129265,1240.81307991,1526044989923.09,bitfinex,MIT,BTC
0.0018811,0.0014902,0.001881,0.001881,0.0018534,0.001881,MIT/ETH,0.00168565,128.98001063,1526044989923.5234,bitfinex,MIT,ETH
0.92,0.9,0.90031,1.1592,0.9,0.90031,STJ/USD,0.91,39940.59187565,1526044989924.0234,bitfinex,STJ,USD
0.00012389,8.523e-05,0.0001241,0.0001241,0.00010296,0.0001241,STJ/BTC,0.00010456,5899.76985039,1526044989924.3284,bitfinex,STJ,BTC
0.0014998,0.0012794,0.001334,0.0014919,0.001279,0.001334,STJ/ETH,0.0013896,4137.05626895,1526044989924.5918,bitfinex,STJ,ETH
0.30997,0.30747,0.3097,0.37989,0.29331,0.3097,XLM/USD,0.30872,1540560.2277009499,1526044989924.876,bitfinex,XLM,USD
0.25929,0.25719,0.2512494,0.31663033,0.24756441,0.2512494,XLM/EUR,0.25824,127013.29431458002,1526044989925.0815,bitfinex,XLM,EUR
33.855,33.582,32.94900051,41.28452939,32.26199962,32.94900051,XLM/JPY,33.7185,59231.81535939,1526044989925.334,bitfinex,XLM,JPY
0.22822,0.22638,0.22123046,0.27934033,0.22123046,0.22123046,XLM/GBP,0.2273,96300.27102455,1526044989925.5422,bitfinex,XLM,GBP
3.617e-05,3.579e-05,3.559e-05,4.013e-05,3.459e-05,3.559e-05,XLM/BTC,3.598e-05,287813.30543592,1526044989925.8005,bitfinex,XLM,BTC
0.00045877,0.0004502,0.0004396,0.0004951,0.0004396,0.0004396,XLM/ETH,0.000454485,185026.48310007004,1526044989926.125,bitfinex,XLM,ETH
0.059869,0.059396,0.05987,0.075199,0.056457,0.05987,XVG/USD,0.0596325,7909380.51389576,1526044989926.3906,bitfinex,XVG,USD
0.050081,0.049684,0.04815307,0.06296094,0.04815307,0.04815307,XVG/EUR,0.0498825,252000.81167003996,1526044989926.7063,bitfinex,XVG,EUR
6.539,6.4872,6.36055466,8.20836612,6.28337006,6.36055466,XVG/JPY,6.5131,116318.24197236999,1526044989927.0151,bitfinex,XVG,JPY
0.044081,0.043732,0.04239292,0.05518439,0.04239292,0.04239292,XVG/GBP,0.0439065,142136.24753670997,1526044989927.324,bitfinex,XVG,GBP
6.97e-06,6.9e-06,6.8e-06,8.02e-06,2.32e-06,6.8e-06,XVG/BTC,6.935e-06,2772196.48114262,1526044989927.5652,bitfinex,XVG,BTC
8.895e-05,8.695e-05,8.581e-05,9.83e-05,8.35e-05,8.581e-05,XVG/ETH,8.795e-05,899938.28378675,1526044989927.832,bitfinex,XVG,ETH
7.9421,7.71,7.9,11.498,7.51,7.9,BCI/USD,7.82605,29432.239842429994,1526044989928.1138,bitfinex,BCI,USD
0.00091,0.0008636,0.0009,0.0012693,0.00086241,0.0009,BCI/BTC,0.0008868,8480.54498531,1526044989928.4915,bitfinex,BCI,BTC
1183.8,757.1,1021.0,1496.0,1000.0,1021.0,MKR/USD,970.45,4.68809883,1526044989928.8516,bitfinex,MKR,USD
0.11848,0.11423,0.11946,0.229,0.11192,0.11946,MKR/BTC,0.116355,5.4034746899999995,1526044989929.0833,bitfinex,MKR,BTC
